STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX,TMIN
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-09,0.00,78,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-10,0.00,80,60
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-11,0.00,78,60
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-12,0.08,73,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-13,0.06,76,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-14,0.00,75,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-15,0.00,76,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-16,0.00,77,58
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-17,0.00,80,57
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-18,0.00,74,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-19,0.02,74,61
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-20,0.57,72,61
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-21,0.01,76,63
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-22,0.22,75,63
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-23,0.00,78,61
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-24,0.00,80,60
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-25,0.00,79,59
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-26,0.01,79,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-27,0.00,80,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-02-28,0.12,80,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-01,0.01,70,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-02,0.00,75,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-03,0.00,78,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-04,0.40,76,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-05,0.33,75,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-06,0.51,76,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-07,0.08,77,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-08,0.53,74,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-09,0.04,75,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-10,0.45,77,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-11,0.01,77,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-12,0.12,77,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-13,0.00,78,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-14,0.00,78,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-15,0.23,78,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-16,0.50,77,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-17,0.19,79,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-18,0.69,80,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-19,0.19,71,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-20,0.00,74,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-21,0.05,75,66
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-22,0.00,76,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-23,0.00,79,63
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-24,0.02,79,63
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-25,0.06,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-26,0.12,77,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-27,0.00,76,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-28,0.00,78,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-29,0.01,79,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-30,0.03,76,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-03-31,0.00,79,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-01,0.03,78,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-02,0.11,79,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-03,0.18,78,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-04,0.11,76,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-05,0.57,73,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-06,0.16,78,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-07,3.99,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-08,0.10,79,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-09,0.01,79,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-10,0.14,79,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-11,0.02,79,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-12,0.00,78,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-13,0.02,76,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-14,0.14,73,65
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-15,0.00,74,64
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-16,0.00,75,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-17,0.03,75,62
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-18,0.00,76,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-19,0.00,78,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-20,0.02,79,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-21,0.13,77,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-22,0.02,76,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-23,0.18,79,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-24,0.00,79,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-25,0.00,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-26,0.00,80,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-27,0.00,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-28,0.04,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-29,0.07,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-04-30,0.17,76,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-01,0.39,79,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-02,0.11,80,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-03,1.06,73,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-04,0.11,78,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-05,0.00,81,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-06,0.01,78,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-07,0.16,78,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-08,0.01,79,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-09,0.00,78,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-10,0.00,81,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-11,0.06,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-12,0.02,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-13,0.06,81,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-14,0.00,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-15,0.14,81,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-16,0.13,81,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-17,0.01,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-18,0.00,81,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-19,0.00,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-20,0.28,81,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-21,0.02,80,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-22,0.18,79,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-23,0.28,81,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-24,0.22,81,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-25,0.33,81,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-26,0.09,78,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-27,0.00,78,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-28,0.00,82,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-29,0.80,81,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-30,0.01,81,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-05-31,0.04,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-01,0.00,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-02,0.03,79,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-03,0.00,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-04,0.00,80,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-05,0.00,81,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-06,0.00,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-07,0.12,80,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-08,0.00,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-09,0.00,82,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-10,0.00,81,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-11,0.00,81,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-12,0.00,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-13,0.04,82,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-14,0.06,83,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-15,0.11,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-16,0.00,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-17,0.02,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-18,0.19,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-19,0.33,81,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-20,0.00,82,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-21,0.00,83,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-22,0.00,83,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-23,0.02,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-24,0.07,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-25,0.09,83,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-26,0.41,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-27,0.05,81,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-28,0.00,81,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-29,0.05,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-06-30,0.00,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-01,0.00,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-02,0.23,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-03,0.38,83,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-04,0.38,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-05,0.08,80,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-06,0.14,81,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-07,0.21,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-08,0.06,81,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-09,0.02,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-10,0.19,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-11,0.00,80,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-12,0.00,84,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-13,0.62,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-14,0.20,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-15,0.14,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-16,0.01,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-17,0.04,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-18,0.31,77,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-19,0.02,80,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-20,0.10,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-21,0.00,84,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-22,0.19,81,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-23,0.07,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-24,0.35,83,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-25,0.00,84,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-26,0.00,84,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-27,0.01,84,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-28,0.16,83,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-29,0.02,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-30,0.00,80,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-07-31,0.04,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-01,0.14,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-02,0.27,80,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-03,0.02,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-04,0.28,78,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-05,0.11,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-06,0.16,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-07,0.17,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-08,0.12,84,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-09,0.12,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-10,0.00,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-11,0.00,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-12,0.02,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-13,0.08,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-14,0.00,83,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-15,0.00,83,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-16,0.21,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-17,0.31,83,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-18,0.05,83,67
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-19,0.43,80,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-20,0.02,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-21,0.00,83,74
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-22,0.00,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-23,0.00,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-24,0.00,84,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-25,0.19,83,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-26,0.05,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-27,0.12,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-28,0.00,83,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-29,0.19,83,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-30,0.01,84,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-08-31,0.16,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-01,0.01,84,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-02,0.16,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-03,0.26,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-04,0.04,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-05,0.16,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-06,0.11,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-07,0.16,83,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-08,0.15,83,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-09,0.01,82,70
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-10,0.01,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-11,0.05,82,71
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-12,0.00,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-13,0.00,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-14,0.06,83,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-15,0.02,82,69
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-16,0.00,82,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-17,0.00,84,74
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-18,0.04,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-19,0.19,83,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-20,0.05,83,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-21,0.00,83,73
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-22,0.39,83,72
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-23,0.89,82,68
USC00519281,"WAIHEE 837.5, HI US",21.45167,-157.84889,32.9,2010-09-24,0.00,82,70
